-63.999000,-0.000007
-63.998000,-0.000005
-63.997000,-0.000004
-63.996000,-0.000002
-63.995000,-0.000001
-63.994000,0.000001
-63.993000,0.000002
-63.992000,0.000003
-63.991000,0.000004
-63.990000,0.000005
-63.989000,0.000005
-63.988000,0.000006
-63.987000,0.000007
-63.986000,0.000007
-63.985000,0.000008
-63.984000,0.000008
-63.983000,0.000008
-63.982000,0.000008
-63.981000,0.000009
-63.980000,0.000009
-63.979000,0.000009
-63.978000,0.000009
-63.977000,0.000009
-63.976000,0.000009
-63.975000,0.000009
-63.974000,0.000009
-63.973000,0.000008
-63.972000,0.000008
-63.971000,0.000008
-63.970000,0.000008
-63.969000,0.000008
-63.968000,0.000007
-63.967000,0.000007
-63.966000,0.000007
-63.965000,0.000006
-63.964000,0.000006
-63.963000,0.000006
-63.962000,0.000005
-63.961000,0.000005
-63.960000,0.000004
-63.959000,0.000004
-63.958000,0.000003
-63.957000,0.000003
-63.956000,0.000003
-63.955000,0.000002
-63.954000,0.000002
-63.953000,0.000001
-63.952000,0.000001
-63.951000,0.000000
-63.950000,0.000000
-63.949000,-0.000000
-63.948000,-0.000001
-63.947000,-0.000001
-63.946000,-0.000002
-63.945000,-0.000002
-63.944000,-0.000002
-63.943000,-0.000003
-63.942000,-0.000003
-63.941000,-0.000003
-63.940000,-0.000004
-63.939000,-0.000004
-63.938000,-0.000004
-63.937000,-0.000005
-63.936000,-0.000005
-63.935000,-0.000005
-63.934000,-0.000006
-63.933000,-0.000006
-63.932000,-0.000006
-63.931000,-0.000006
-63.930000,-0.000007
-63.929000,-0.000007
-63.928000,-0.000007
-63.927000,-0.000007
-63.926000,-0.000008
-63.925000,-0.000008
-63.924000,-0.000008
-63.923000,-0.000008
-63.922000,-0.000008
-63.921000,-0.000008
-63.920000,-0.000008
-63.919000,-0.000009
-63.918000,-0.000009
-63.917000,-0.000009
-63.916000,-0.000009
-63.915000,-0.000009
-63.914000,-0.000009
-63.913000,-0.000009
-63.912000,-0.000009
-63.911000,-0.000009
-63.910000,-0.000009
-63.909000,-0.000009
-63.908000,-0.000009
-63.907000,-0.000009
-63.906000,-0.000009
-63.905000,-0.000009
-63.904000,-0.000009
-63.903000,-0.000009
-63.902000,-0.000009
-63.901000,-0.000008
-63.900000,-0.000008
-63.899000,-0.000008
-63.898000,-0.000008
-63.897000,-0.000008
-63.896000,-0.000008
-63.895000,-0.000008
-63.894000,-0.000008
-63.893000,-0.000007
-63.892000,-0.000007
-63.891000,-0.000007
-63.890000,-0.000007
-63.889000,-0.000007
-63.888000,-0.000006
-63.887000,-0.000006
-63.886000,-0.000006
-63.885000,-0.000006
-63.884000,-0.000006
-63.883000,-0.000005
-63.882000,-0.000005
-63.881000,-0.000005
-63.880000,-0.000005
-63.879000,-0.000005
-63.878000,-0.000004
-63.877000,-0.000004
-63.876000,-0.000004
-63.875000,-0.000004
-63.874000,-0.000003
-63.873000,-0.000003
-63.872000,-0.000003
-63.871000,-0.000003
-63.870000,-0.000002
-63.869000,-0.000002
-63.868000,-0.000002
-63.867000,-0.000002
-63.866000,-0.000001
-63.865000,-0.000001
-63.864000,-0.000001
-63.863000,-0.000001
-63.862000,-0.000000
-63.861000,-0.000000
-63.860000,0.000000
-63.859000,0.000000
-63.858000,0.000001
-63.857000,0.000001
-63.856000,0.000001
-63.855000,0.000001
-63.854000,0.000002
-63.853000,0.000002
-63.852000,0.000002
-63.851000,0.000002
-63.850000,0.000003
-63.849000,0.000003
-63.848000,0.000003
-63.847000,0.000003
-63.846000,0.000004
-63.845000,0.000004
-63.844000,0.000004
-63.843000,0.000004
-63.842000,0.000004
-63.841000,0.000005
-63.840000,0.000005
-63.839000,0.000005
-63.838000,0.000005
-63.837000,0.000005
-63.836000,0.000006
-63.835000,0.000006
-63.834000,0.000006
-63.833000,0.000006
-63.832000,0.000006
-63.831000,0.000006
-63.830000,0.000007
-63.829000,0.000007
-63.828000,0.000007
-63.827000,0.000007
-63.826000,0.000007
-63.825000,0.000007
-63.824000,0.000007
-63.823000,0.000008
